,nro lista,Partido,votos,votos_totales_circuito,circuito,nombre_archivo,seccional,porcentaje_circuito
17,P40,MOVIMIENTO LIBRES DEL SUR,633,16294,012D,seccional 12D,9,0.03884865594697435
6,A500,CORDOBA CAMBIA,1176,4700,011H,seccional 11H,11,0.2502127659574468
7,P217,ENCUENTRO VECINAL CÓRDOBA,239,4700,011H,seccional 11H,11,0.050851063829787234
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),15,4700,011H,seccional 11H,11,0.0031914893617021275
9,3,UNIÓN CÍVICA RADICAL,1034,4700,011H,seccional 11H,11,0.22
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,242,4700,011H,seccional 11H,11,0.05148936170212766
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,10,4700,011H,seccional 11H,11,0.002127659574468085
12,A601,HACEMOS POR CORDOBA,1523,4700,011H,seccional 11H,9,0.32404255319148934
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,14,4700,011H,seccional 11H,9,0.0029787234042553193
14,P191,VECINALISMO INDEPENDIENTE,57,4700,011H,seccional 11H,9,0.012127659574468085
15,P200,PARTIDO UNION CIUDADANA,34,4700,011H,seccional 11H,9,0.00723404255319149
16,A300,MST - NUEVA IZQUIERDA,83,4700,011H,seccional 11H,9,0.017659574468085106
17,P40,MOVIMIENTO LIBRES DEL SUR,268,4700,011H,seccional 11H,9,0.05702127659574468
6,A500,CORDOBA CAMBIA,866,4628,014O,seccional 14O,11,0.1871218668971478
7,P217,ENCUENTRO VECINAL CÓRDOBA,230,4628,014O,seccional 14O,11,0.04969749351771824
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),42,4628,014O,seccional 14O,11,0.009075194468452896
9,3,UNIÓN CÍVICA RADICAL,773,4628,014O,seccional 14O,11,0.16702679343128782
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,167,4628,014O,seccional 14O,11,0.036084701815038894
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,19,4628,014O,seccional 14O,11,0.004105445116681072
12,A601,HACEMOS POR CORDOBA,2196,4628,014O,seccional 14O,9,0.47450302506482284
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,13,4628,014O,seccional 14O,9,0.0028089887640449437
14,P191,VECINALISMO INDEPENDIENTE,41,4628,014O,seccional 14O,9,0.008859118409680207
15,P200,PARTIDO UNION CIUDADANA,27,4628,014O,seccional 14O,9,0.0058340535868625755
16,A300,MST - NUEVA IZQUIERDA,66,4628,014O,seccional 14O,9,0.014261019878997408
17,P40,MOVIMIENTO LIBRES DEL SUR,177,4628,014O,seccional 14O,9,0.03824546240276577
6,A500,CORDOBA CAMBIA,274,1734,013D,seccional 13D,11,0.1580161476355248
7,P217,ENCUENTRO VECINAL CÓRDOBA,103,1734,013D,seccional 13D,11,0.059400230680507496
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,1734,013D,seccional 13D,11,0.0028835063437139563
9,3,UNIÓN CÍVICA RADICAL,255,1734,013D,seccional 13D,11,0.14705882352941177
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,31,1734,013D,seccional 13D,11,0.01787773933102653
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,5,1734,013D,seccional 13D,11,0.0028835063437139563
12,A601,HACEMOS POR CORDOBA,910,1734,013D,seccional 13D,9,0.52479815455594
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,2,1734,013D,seccional 13D,9,0.0011534025374855825
14,P191,VECINALISMO INDEPENDIENTE,20,1734,013D,seccional 13D,9,0.011534025374855825
15,P200,PARTIDO UNION CIUDADANA,15,1734,013D,seccional 13D,9,0.00865051903114187
16,A300,MST - NUEVA IZQUIERDA,52,1734,013D,seccional 13D,9,0.029988465974625143
17,P40,MOVIMIENTO LIBRES DEL SUR,57,1734,013D,seccional 13D,9,0.0328719723183391
6,A500,CORDOBA CAMBIA,1255,5757,0013,seccional 13,11,0.2179954837589022
7,P217,ENCUENTRO VECINAL CÓRDOBA,261,5757,0013,seccional 13,11,0.045336112558624284
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),10,5757,0013,seccional 13,11,0.0017370158068438423
9,3,UNIÓN CÍVICA RADICAL,1185,5757,0013,seccional 13,11,0.2058363731109953
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,179,5757,0013,seccional 13,11,0.031092582942504776
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,22,5757,0013,seccional 13,11,0.003821434775056453
12,A601,HACEMOS POR CORDOBA,2379,5757,0013,seccional 13,9,0.4132360604481501
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,16,5757,0013,seccional 13,9,0.002779225290950148
14,P191,VECINALISMO INDEPENDIENTE,68,5757,0013,seccional 13,9,0.011811707486538127
15,P200,PARTIDO UNION CIUDADANA,27,5757,0013,seccional 13,9,0.004689942678478374
16,A300,MST - NUEVA IZQUIERDA,84,5757,0013,seccional 13,9,0.014590932777488274
17,P40,MOVIMIENTO LIBRES DEL SUR,258,5757,0013,seccional 13,9,0.044815007816571134
6,A500,CORDOBA CAMBIA,948,4704,013N,seccional 13N,11,0.20153061224489796
7,P217,ENCUENTRO VECINAL CÓRDOBA,198,4704,013N,seccional 13N,11,0.042091836734693876
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,4704,013N,seccional 13N,11,0.0010629251700680273
9,3,UNIÓN CÍVICA RADICAL,1074,4704,013N,seccional 13N,11,0.22831632653061223
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,193,4704,013N,seccional 13N,11,0.04102891156462585
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,13,4704,013N,seccional 13N,11,0.0027636054421768708
12,A601,HACEMOS POR CORDOBA,1887,4704,013N,seccional 13N,9,0.40114795918367346
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,13,4704,013N,seccional 13N,9,0.0027636054421768708
14,P191,VECINALISMO INDEPENDIENTE,60,4704,013N,seccional 13N,9,0.012755102040816327
15,P200,PARTIDO UNION CIUDADANA,40,4704,013N,seccional 13N,9,0.008503401360544218
16,A300,MST - NUEVA IZQUIERDA,85,4704,013N,seccional 13N,9,0.018069727891156462
17,P40,MOVIMIENTO LIBRES DEL SUR,174,4704,013N,seccional 13N,9,0.036989795918367346
6,A500,CORDOBA CAMBIA,654,3753,013I,seccional 13I,11,0.17426059152677859
7,P217,ENCUENTRO VECINAL CÓRDOBA,208,3753,013I,seccional 13I,11,0.055422328803623765
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,3753,013I,seccional 13I,11,0.001332267519317879
9,3,UNIÓN CÍVICA RADICAL,819,3753,013I,seccional 13I,11,0.2182254196642686
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,112,3753,013I,seccional 13I,11,0.02984279243272049
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,17,3753,013I,seccional 13I,11,0.0045297095656807885
12,A601,HACEMOS POR CORDOBA,1663,3753,013I,seccional 13I,9,0.44311217692512656
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,3753,013I,seccional 13I,9,0.0015987210231814548
14,P191,VECINALISMO INDEPENDIENTE,32,3753,013I,seccional 13I,9,0.008526512123634426
15,P200,PARTIDO UNION CIUDADANA,18,3753,013I,seccional 13I,9,0.004796163069544364
16,A300,MST - NUEVA IZQUIERDA,42,3753,013I,seccional 13I,9,0.011191047162270184
17,P40,MOVIMIENTO LIBRES DEL SUR,158,3753,013I,seccional 13I,9,0.04209965361044498
6,A500,CORDOBA CAMBIA,394,2776,005F,seccional 5F,11,0.1419308357348703
7,P217,ENCUENTRO VECINAL CÓRDOBA,164,2776,005F,seccional 5F,11,0.059077809798270896
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),38,2776,005F,seccional 5F,11,0.013688760806916427
9,3,UNIÓN CÍVICA RADICAL,246,2776,005F,seccional 5F,11,0.08861671469740634
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,40,2776,005F,seccional 5F,11,0.01440922190201729
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,8,2776,005F,seccional 5F,11,0.002881844380403458
12,A601,HACEMOS POR CORDOBA,1749,2776,005F,seccional 5F,9,0.6300432276657061
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,9,2776,005F,seccional 5F,9,0.0032420749279538905
14,P191,VECINALISMO INDEPENDIENTE,9,2776,005F,seccional 5F,9,0.0032420749279538905
15,P200,PARTIDO UNION CIUDADANA,7,2776,005F,seccional 5F,9,0.002521613832853026
16,A300,MST - NUEVA IZQUIERDA,21,2776,005F,seccional 5F,9,0.007564841498559078
17,P40,MOVIMIENTO LIBRES DEL SUR,66,2776,005F,seccional 5F,9,0.02377521613832853
6,A500,CORDOBA CAMBIA,43,284,013L,seccional 13L,11,0.15140845070422534
7,P217,ENCUENTRO VECINAL CÓRDOBA,15,284,013L,seccional 13L,11,0.0528169014084507
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),0,284,013L,seccional 13L,11,0.0
9,3,UNIÓN CÍVICA RADICAL,66,284,013L,seccional 13L,11,0.2323943661971831
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,4,284,013L,seccional 13L,11,0.014084507042253521
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,2,284,013L,seccional 13L,11,0.007042253521126761
12,A601,HACEMOS POR CORDOBA,137,284,013L,seccional 13L,9,0.4823943661971831
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,1,284,013L,seccional 13L,9,0.0035211267605633804
14,P191,VECINALISMO INDEPENDIENTE,2,284,013L,seccional 13L,9,0.007042253521126761
15,P200,PARTIDO UNION CIUDADANA,0,284,013L,seccional 13L,9,0.0
16,A300,MST - NUEVA IZQUIERDA,2,284,013L,seccional 13L,9,0.007042253521126761
17,P40,MOVIMIENTO LIBRES DEL SUR,12,284,013L,seccional 13L,9,0.04225352112676056
6,A500,CORDOBA CAMBIA,718,3693,010K,seccional 10K,11,0.19442187923097753
7,P217,ENCUENTRO VECINAL CÓRDOBA,177,3693,010K,seccional 10K,11,0.0479285134037368
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),8,3693,010K,seccional 10K,11,0.002166260492824262
9,3,UNIÓN CÍVICA RADICAL,684,3693,010K,seccional 10K,11,0.1852152721364744
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,114,3693,010K,seccional 10K,11,0.030869212022745736
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,13,3693,010K,seccional 10K,11,0.003520173300839426
12,A601,HACEMOS POR CORDOBA,1734,3693,010K,seccional 10K,9,0.4695369618196588
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,10,3693,010K,seccional 10K,9,0.0027078256160303275
14,P191,VECINALISMO INDEPENDIENTE,39,3693,010K,seccional 10K,9,0.010560519902518278
15,P200,PARTIDO UNION CIUDADANA,15,3693,010K,seccional 10K,9,0.004061738424045491
16,A300,MST - NUEVA IZQUIERDA,64,3693,010K,seccional 10K,9,0.017330083942594096
17,P40,MOVIMIENTO LIBRES DEL SUR,109,3693,010K,seccional 10K,9,0.029515299214730572
6,A500,CORDOBA CAMBIA,1730,8217,013C,seccional 13C,11,0.2105391262017768
7,P217,ENCUENTRO VECINAL CÓRDOBA,403,8217,013C,seccional 13C,11,0.049044663502494826
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),60,8217,013C,seccional 13C,11,0.007301935012778387
9,3,UNIÓN CÍVICA RADICAL,1586,8217,013C,seccional 13C,11,0.19301448217110867
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,295,8217,013C,seccional 13C,11,0.035901180479493734
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,22,8217,013C,seccional 13C,11,0.002677376171352075
12,A601,HACEMOS POR CORDOBA,3364,8217,013C,seccional 13C,9,0.4093951563831082
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,21,8217,013C,seccional 13C,9,0.002555677254472435
14,P191,VECINALISMO INDEPENDIENTE,83,8217,013C,seccional 13C,9,0.010101010101010102
15,P200,PARTIDO UNION CIUDADANA,71,8217,013C,seccional 13C,9,0.008640623098454423
16,A300,MST - NUEVA IZQUIERDA,149,8217,013C,seccional 13C,9,0.018133138615066324
17,P40,MOVIMIENTO LIBRES DEL SUR,402,8217,013C,seccional 13C,9,0.04892296458561519
6,A500,CORDOBA CAMBIA,152,1347,006E,seccional 6E,11,0.11284335560504825
7,P217,ENCUENTRO VECINAL CÓRDOBA,39,1347,006E,seccional 6E,11,0.028953229398663696
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),1,1347,006E,seccional 6E,11,0.0007423904974016332
9,3,UNIÓN CÍVICA RADICAL,92,1347,006E,seccional 6E,11,0.06829992576095026
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,35,1347,006E,seccional 6E,11,0.025983667409057165
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,1,1347,006E,seccional 6E,11,0.0007423904974016332
12,A601,HACEMOS POR CORDOBA,973,1347,006E,seccional 6E,9,0.7223459539717891
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,1,1347,006E,seccional 6E,9,0.0007423904974016332
14,P191,VECINALISMO INDEPENDIENTE,7,1347,006E,seccional 6E,9,0.005196733481811433
15,P200,PARTIDO UNION CIUDADANA,1,1347,006E,seccional 6E,9,0.0007423904974016332
16,A300,MST - NUEVA IZQUIERDA,8,1347,006E,seccional 6E,9,0.005939123979213066
17,P40,MOVIMIENTO LIBRES DEL SUR,33,1347,006E,seccional 6E,9,0.024498886414253896
6,A500,CORDOBA CAMBIA,1992,8112,006C,seccional 6C,11,0.2455621301775148
7,P217,ENCUENTRO VECINAL CÓRDOBA,485,8112,006C,seccional 6C,11,0.059787968441814596
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),17,8112,006C,seccional 6C,11,0.002095660749506903
9,3,UNIÓN CÍVICA RADICAL,1940,8112,006C,seccional 6C,11,0.23915187376725838
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,501,8112,006C,seccional 6C,11,0.0617603550295858
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,24,8112,006C,seccional 6C,11,0.0029585798816568047
12,A601,HACEMOS POR CORDOBA,2474,8112,006C,seccional 6C,9,0.30498027613412226
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,9,8112,006C,seccional 6C,9,0.0011094674556213018
14,P191,VECINALISMO INDEPENDIENTE,70,8112,006C,seccional 6C,9,0.008629191321499015
15,P200,PARTIDO UNION CIUDADANA,64,8112,006C,seccional 6C,9,0.007889546351084813
16,A300,MST - NUEVA IZQUIERDA,172,8112,006C,seccional 6C,9,0.021203155818540435
17,P40,MOVIMIENTO LIBRES DEL SUR,356,8112,006C,seccional 6C,9,0.04388560157790927
6,A500,CORDOBA CAMBIA,2565,11915,004A,seccional 4A,11,0.21527486361728912
7,P217,ENCUENTRO VECINAL CÓRDOBA,636,11915,004A,seccional 4A,11,0.053378094838438944
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),30,11915,004A,seccional 4A,11,0.002517834662190516
9,3,UNIÓN CÍVICA RADICAL,2787,11915,004A,seccional 4A,11,0.23390684011749896
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,651,11915,004A,seccional 4A,11,0.0546370121695342
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,67,11915,004A,seccional 4A,11,0.005623164078892153
12,A601,HACEMOS POR CORDOBA,4110,11915,004A,seccional 4A,9,0.34494334872010074
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,31,11915,004A,seccional 4A,9,0.0026017624842635334
14,P191,VECINALISMO INDEPENDIENTE,148,11915,004A,seccional 4A,9,0.012421317666806547
15,P200,PARTIDO UNION CIUDADANA,94,11915,004A,seccional 4A,9,0.007889215274863618
16,A300,MST - NUEVA IZQUIERDA,221,11915,004A,seccional 4A,9,0.0185480486781368
17,P40,MOVIMIENTO LIBRES DEL SUR,529,11915,004A,seccional 4A,9,0.044397817876626104
6,A500,CORDOBA CAMBIA,457,2875,012C,seccional 12C,11,0.15895652173913044
7,P217,ENCUENTRO VECINAL CÓRDOBA,119,2875,012C,seccional 12C,11,0.041391304347826084
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),13,2875,012C,seccional 12C,11,0.004521739130434782
9,3,UNIÓN CÍVICA RADICAL,479,2875,012C,seccional 12C,11,0.1666086956521739
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,58,2875,012C,seccional 12C,11,0.02017391304347826
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,14,2875,012C,seccional 12C,11,0.004869565217391304
12,A601,HACEMOS POR CORDOBA,1522,2875,012C,seccional 12C,9,0.5293913043478261
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,13,2875,012C,seccional 12C,9,0.004521739130434782
14,P191,VECINALISMO INDEPENDIENTE,20,2875,012C,seccional 12C,9,0.006956521739130435
15,P200,PARTIDO UNION CIUDADANA,16,2875,012C,seccional 12C,9,0.005565217391304348
16,A300,MST - NUEVA IZQUIERDA,23,2875,012C,seccional 12C,9,0.008
17,P40,MOVIMIENTO LIBRES DEL SUR,118,2875,012C,seccional 12C,9,0.04104347826086956
6,A500,CORDOBA CAMBIA,2684,12742,010G,seccional 10G,11,0.21064197143305605
7,P217,ENCUENTRO VECINAL CÓRDOBA,787,12742,010G,seccional 10G,11,0.06176424423167478
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),25,12742,010G,seccional 10G,11,0.0019620153822005964
9,3,UNIÓN CÍVICA RADICAL,2637,12742,010G,seccional 10G,11,0.20695338251451892
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,1005,12742,010G,seccional 10G,11,0.07887301836446398
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,48,12742,010G,seccional 10G,11,0.003767069533825145
12,A601,HACEMOS POR CORDOBA,4269,12742,010G,seccional 10G,9,0.33503374666457386
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,31,12742,010G,seccional 10G,9,0.0024328990739287395
14,P191,VECINALISMO INDEPENDIENTE,161,12742,010G,seccional 10G,9,0.01263537906137184
15,P200,PARTIDO UNION CIUDADANA,137,12742,010G,seccional 10G,9,0.010751844294459268
16,A300,MST - NUEVA IZQUIERDA,315,12742,010G,seccional 10G,9,0.024721393815727515
17,P40,MOVIMIENTO LIBRES DEL SUR,615,12742,010G,seccional 10G,9,0.04826557840213467
6,A500,CORDOBA CAMBIA,890,6437,005D,seccional 5D,11,0.13826316607115116
7,P217,ENCUENTRO VECINAL CÓRDOBA,252,6437,005D,seccional 5D,11,0.03914867174149449
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),24,6437,005D,seccional 5D,11,0.0037284449277613795
9,3,UNIÓN CÍVICA RADICAL,923,6437,005D,seccional 5D,11,0.14338977784682305
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,140,6437,005D,seccional 5D,11,0.021749262078608046
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,27,6437,005D,seccional 5D,11,0.004194500543731552
12,A601,HACEMOS POR CORDOBA,3796,6437,005D,seccional 5D,9,0.5897157060742582
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,14,6437,005D,seccional 5D,9,0.0021749262078608047
14,P191,VECINALISMO INDEPENDIENTE,59,6437,005D,seccional 5D,9,0.009165760447413391
15,P200,PARTIDO UNION CIUDADANA,26,6437,005D,seccional 5D,9,0.004039148671741494
16,A300,MST - NUEVA IZQUIERDA,49,6437,005D,seccional 5D,9,0.007612241727512816
17,P40,MOVIMIENTO LIBRES DEL SUR,214,6437,005D,seccional 5D,9,0.0332453006058723
6,A500,CORDOBA CAMBIA,2377,11869,013G,seccional 13G,11,0.20026960990816411
7,P217,ENCUENTRO VECINAL CÓRDOBA,610,11869,013G,seccional 13G,11,0.05139438874378634
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),34,11869,013G,seccional 13G,11,0.0028646052742438283
9,3,UNIÓN CÍVICA RADICAL,1881,11869,013G,seccional 13G,11,0.15848007414272475
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,271,11869,013G,seccional 13G,11,0.022832589097649337
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,35,11869,013G,seccional 13G,11,0.0029488583705451175
12,A601,HACEMOS POR CORDOBA,5860,11869,013G,seccional 13G,9,0.493723144325554
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,39,11869,013G,seccional 13G,9,0.0032858707557502738
14,P191,VECINALISMO INDEPENDIENTE,100,11869,013G,seccional 13G,9,0.008425309630128908
15,P200,PARTIDO UNION CIUDADANA,64,11869,013G,seccional 13G,9,0.0053921981632825
16,A300,MST - NUEVA IZQUIERDA,127,11869,013G,seccional 13G,9,0.010700143230263711
17,P40,MOVIMIENTO LIBRES DEL SUR,435,11869,013G,seccional 13G,9,0.036650096891060746
6,A500,CORDOBA CAMBIA,1313,4362,014D,seccional 14D,11,0.3010087116001834
7,P217,ENCUENTRO VECINAL CÓRDOBA,408,4362,014D,seccional 14D,11,0.09353507565337002
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),66,4362,014D,seccional 14D,11,0.015130674002751032
9,3,UNIÓN CÍVICA RADICAL,1002,4362,014D,seccional 14D,11,0.2297111416781293
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,179,4362,014D,seccional 14D,11,0.04103622191655204
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,8,4362,014D,seccional 14D,11,0.0018340210912425492
12,A601,HACEMOS POR CORDOBA,1036,4362,014D,seccional 14D,9,0.23750573131591013
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,4362,014D,seccional 14D,9,0.0018340210912425492
14,P191,VECINALISMO INDEPENDIENTE,72,4362,014D,seccional 14D,9,0.016506189821182942
15,P200,PARTIDO UNION CIUDADANA,47,4362,014D,seccional 14D,9,0.010774873911049978
16,A300,MST - NUEVA IZQUIERDA,55,4362,014D,seccional 14D,9,0.012608895002292526
17,P40,MOVIMIENTO LIBRES DEL SUR,161,4362,014D,seccional 14D,9,0.03690967446125631
6,A500,CORDOBA CAMBIA,253,1326,013K,seccional 13K,11,0.1907993966817496
7,P217,ENCUENTRO VECINAL CÓRDOBA,50,1326,013K,seccional 13K,11,0.03770739064856712
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),0,1326,013K,seccional 13K,11,0.0
9,3,UNIÓN CÍVICA RADICAL,310,1326,013K,seccional 13K,11,0.23378582202111614
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,27,1326,013K,seccional 13K,11,0.020361990950226245
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,1,1326,013K,seccional 13K,11,0.0007541478129713424
12,A601,HACEMOS POR CORDOBA,592,1326,013K,seccional 13K,9,0.4464555052790347
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,1,1326,013K,seccional 13K,9,0.0007541478129713424
14,P191,VECINALISMO INDEPENDIENTE,11,1326,013K,seccional 13K,9,0.008295625942684766
15,P200,PARTIDO UNION CIUDADANA,6,1326,013K,seccional 13K,9,0.004524886877828055
16,A300,MST - NUEVA IZQUIERDA,8,1326,013K,seccional 13K,9,0.006033182503770739
17,P40,MOVIMIENTO LIBRES DEL SUR,61,1326,013K,seccional 13K,9,0.04600301659125189
6,A500,CORDOBA CAMBIA,216,1602,004F,seccional 4F,11,0.1348314606741573
7,P217,ENCUENTRO VECINAL CÓRDOBA,59,1602,004F,seccional 4F,11,0.03682896379525593
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),16,1602,004F,seccional 4F,11,0.009987515605493134
9,3,UNIÓN CÍVICA RADICAL,149,1602,004F,seccional 4F,11,0.09300873907615481
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,24,1602,004F,seccional 4F,11,0.0149812734082397
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,8,1602,004F,seccional 4F,11,0.004993757802746567
12,A601,HACEMOS POR CORDOBA,1065,1602,004F,seccional 4F,9,0.6647940074906367
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,1602,004F,seccional 4F,9,0.003745318352059925
14,P191,VECINALISMO INDEPENDIENTE,7,1602,004F,seccional 4F,9,0.004369538077403246
15,P200,PARTIDO UNION CIUDADANA,4,1602,004F,seccional 4F,9,0.0024968789013732834
16,A300,MST - NUEVA IZQUIERDA,9,1602,004F,seccional 4F,9,0.0056179775280898875
17,P40,MOVIMIENTO LIBRES DEL SUR,33,1602,004F,seccional 4F,9,0.020599250936329586
6,A500,CORDOBA CAMBIA,1791,10430,014A,seccional 14A,11,0.17171620325982742
7,P217,ENCUENTRO VECINAL CÓRDOBA,437,10430,014A,seccional 14A,11,0.04189837008628955
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),92,10430,014A,seccional 14A,11,0.008820709491850431
9,3,UNIÓN CÍVICA RADICAL,1266,10430,014A,seccional 14A,11,0.12138063279002877
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,192,10430,014A,seccional 14A,11,0.018408437200383508
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,43,10430,014A,seccional 14A,11,0.004122722914669224
12,A601,HACEMOS POR CORDOBA,5966,10430,014A,seccional 14A,9,0.5720038350910834
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,22,10430,014A,seccional 14A,9,0.002109300095877277
14,P191,VECINALISMO INDEPENDIENTE,77,10430,014A,seccional 14A,9,0.00738255033557047
15,P200,PARTIDO UNION CIUDADANA,28,10430,014A,seccional 14A,9,0.0026845637583892616
16,A300,MST - NUEVA IZQUIERDA,126,10430,014A,seccional 14A,9,0.012080536912751677
17,P40,MOVIMIENTO LIBRES DEL SUR,363,10430,014A,seccional 14A,9,0.03480345158197507
6,A500,CORDOBA CAMBIA,507,3063,005A,seccional 5A,11,0.16552399608227228
7,P217,ENCUENTRO VECINAL CÓRDOBA,133,3063,005A,seccional 5A,11,0.04342148220698661
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),12,3063,005A,seccional 5A,11,0.0039177277179236044
9,3,UNIÓN CÍVICA RADICAL,411,3063,005A,seccional 5A,11,0.13418217433888344
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,55,3063,005A,seccional 5A,11,0.017956252040483185
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,8,3063,005A,seccional 5A,11,0.002611818478615736
12,A601,HACEMOS POR CORDOBA,1776,3063,005A,seccional 5A,9,0.5798237022526934
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,10,3063,005A,seccional 5A,9,0.00326477309826967
14,P191,VECINALISMO INDEPENDIENTE,22,3063,005A,seccional 5A,9,0.007182500816193275
15,P200,PARTIDO UNION CIUDADANA,5,3063,005A,seccional 5A,9,0.001632386549134835
